"Month","Animal","State","Count"
17198,"Calves","Western Australia",100
17226,"Calves","Western Australia",100
17257,"Calves","Western Australia",100
17287,"Calves","Western Australia",100
17318,"Calves","Western Australia",100
17348,"Calves","Western Australia",100
17379,"Calves","Western Australia",0
17410,"Calves","Western Australia",0
17440,"Calves","Western Australia",100
17471,"Calves","Western Australia",100
17501,"Calves","Western Australia",100
17532,"Calves","Western Australia",100
17563,"Calves","Western Australia",0
17591,"Calves","Western Australia",100
17622,"Calves","Western Australia",100
17652,"Calves","Western Australia",100
17683,"Calves","Western Australia",100
17713,"Calves","Western Australia",100
17744,"Calves","Western Australia",100
17775,"Calves","Western Australia",100
17805,"Calves","Western Australia",100
17836,"Calves","Western Australia",100
17866,"Calves","Western Australia",1200
912,"Cattle (excl. calves)","Australian Capital Territory",1500
943,"Cattle (excl. calves)","Australian Capital Territory",1600
974,"Cattle (excl. calves)","Australian Capital Territory",1400
1004,"Cattle (excl. calves)","Australian Capital Territory",1600
1035,"Cattle (excl. calves)","Australian Capital Territory",1700
1065,"Cattle (excl. calves)","Australian Capital Territory",1300
1096,"Cattle (excl. calves)","Australian Capital Territory",1800
1127,"Cattle (excl. calves)","Australian Capital Territory",1800
1155,"Cattle (excl. calves)","Australian Capital Territory",1800
1186,"Cattle (excl. calves)","Australian Capital Territory",1700
1216,"Cattle (excl. calves)","Australian Capital Territory",2400
1247,"Cattle (excl. calves)","Australian Capital Territory",2100
1277,"Cattle (excl. calves)","Australian Capital Territory",2100
1308,"Cattle (excl. calves)","Australian Capital Territory",2200
1339,"Cattle (excl. calves)","Australian Capital Territory",1800
1369,"Cattle (excl. calves)","Australian Capital Territory",2000
1400,"Cattle (excl. calves)","Australian Capital Territory",1900
1430,"Cattle (excl. calves)","Australian Capital Territory",1400
1461,"Cattle (excl. calves)","Australian Capital Territory",2000
1492,"Cattle (excl. calves)","Australian Capital Territory",1700
1520,"Cattle (excl. calves)","Australian Capital Territory",1800
1551,"Cattle (excl. calves)","Australian Capital Territory",1600
1581,"Cattle (excl. calves)","Australian Capital Territory",2000
1612,"Cattle (excl. calves)","Australian Capital Territory",1900
1642,"Cattle (excl. calves)","Australian Capital Territory",2100
1673,"Cattle (excl. calves)","Australian Capital Territory",2100
1704,"Cattle (excl. calves)","Australian Capital Territory",1900
1734,"Cattle (excl. calves)","Australian Capital Territory",2200
1765,"Cattle (excl. calves)","Australian Capital Territory",2300
1795,"Cattle (excl. calves)","Australian Capital Territory",1800
1826,"Cattle (excl. calves)","Australian Capital Territory",2300
1857,"Cattle (excl. calves)","Australian Capital Territory",2700
1885,"Cattle (excl. calves)","Australian Capital Territory",2400
1916,"Cattle (excl. calves)","Australian Capital Territory",2700
1946,"Cattle (excl. calves)","Australian Capital Territory",2600
1977,"Cattle (excl. calves)","Australian Capital Territory",2500
2007,"Cattle (excl. calves)","Australian Capital Territory",2600
2038,"Cattle (excl. calves)","Australian Capital Territory",2300
2069,"Cattle (excl. calves)","Australian Capital Territory",2400
2099,"Cattle (excl. calves)","Australian Capital Territory",2400
2130,"Cattle (excl. calves)","Australian Capital Territory",1900
2160,"Cattle (excl. calves)","Australian Capital Territory",2100
2191,"Cattle (excl. calves)","Australian Capital Territory",2500
2222,"Cattle (excl. calves)","Australian Capital Territory",2600
2251,"Cattle (excl. calves)","Australian Capital Territory",2900
2282,"Cattle (excl. calves)","Australian Capital Territory",2900
2312,"Cattle (excl. calves)","Australian Capital Territory",2900
2343,"Cattle (excl. calves)","Australian Capital Territory",2800
2373,"Cattle (excl. calves)","Australian Capital Territory",2600
2404,"Cattle (excl. calves)","Australian Capital Territory",2500
2435,"Cattle (excl. calves)","Australian Capital Territory",2400
2465,"Cattle (excl. calves)","Australian Capital Territory",2200
2496,"Cattle (excl. calves)","Australian Capital Territory",2400
2526,"Cattle (excl. calves)","Australian Capital Territory",2000
2557,"Cattle (excl. calves)","Australian Capital Territory",2000
2588,"Cattle (excl. calves)","Australian Capital Territory",2100
2616,"Cattle (excl. calves)","Australian Capital Territory",3100
2647,"Cattle (excl. calves)","Australian Capital Territory",2600
2677,"Cattle (excl. calves)","Australian Capital Territory",2900
2708,"Cattle (excl. calves)","Australian Capital Territory",3300
2738,"Cattle (excl. calves)","Australian Capital Territory",2700
2769,"Cattle (excl. calves)","Australian Capital Territory",2700
2800,"Cattle (excl. calves)","Australian Capital Territory",2600
2830,"Cattle (excl. calves)","Australian Capital Territory",2600
2861,"Cattle (excl. calves)","Australian Capital Territory",2600
2891,"Cattle (excl. calves)","Australian Capital Territory",2400
2922,"Cattle (excl. calves)","Australian Capital Territory",2700
2953,"Cattle (excl. calves)","Australian Capital Territory",2900
2981,"Cattle (excl. calves)","Australian Capital Territory",3100
3012,"Cattle (excl. calves)","Australian Capital Territory",2900
3042,"Cattle (excl. calves)","Australian Capital Territory",3200
3073,"Cattle (excl. calves)","Australian Capital Territory",3300
3103,"Cattle (excl. calves)","Australian Capital Territory",2800
3134,"Cattle (excl. calves)","Australian Capital Territory",3100
3165,"Cattle (excl. calves)","Australian Capital Territory",2900
3195,"Cattle (excl. calves)","Australian Capital Territory",3100
3226,"Cattle (excl. calves)","Australian Capital Territory",3000
3256,"Cattle (excl. calves)","Australian Capital Territory",2700
3287,"Cattle (excl. calves)","Australian Capital Territory",2600
3318,"Cattle (excl. calves)","Australian Capital Territory",2800
3346,"Cattle (excl. calves)","Australian Capital Territory",2600
3377,"Cattle (excl. calves)","Australian Capital Territory",1900
3407,"Cattle (excl. calves)","Australian Capital Territory",2200
3438,"Cattle (excl. calves)","Australian Capital Territory",2300
3468,"Cattle (excl. calves)","Australian Capital Territory",1800
3499,"Cattle (excl. calves)","Australian Capital Territory",1800
3530,"Cattle (excl. calves)","Australian Capital Territory",2300
3560,"Cattle (excl. calves)","Australian Capital Territory",2700
3591,"Cattle (excl. calves)","Australian Capital Territory",3200
3621,"Cattle (excl. calves)","Australian Capital Territory",2700
3652,"Cattle (excl. calves)","Australian Capital Territory",3500
3683,"Cattle (excl. calves)","Australian Capital Territory",2800
3712,"Cattle (excl. calves)","Australian Capital Territory",3100
3743,"Cattle (excl. calves)","Australian Capital Territory",2200
3773,"Cattle (excl. calves)","Australian Capital Territory",3000
3804,"Cattle (excl. calves)","Australian Capital Territory",2600
3834,"Cattle (excl. calves)","Australian Capital Territory",2500
3865,"Cattle (excl. calves)","Australian Capital Territory",3000
3896,"Cattle (excl. calves)","Australian Capital Territory",2900
3926,"Cattle (excl. calves)","Australian Capital Territory",3100
3957,"Cattle (excl. calves)","Australian Capital Territory",3500
3987,"Cattle (excl. calves)","Australian Capital Territory",2100
4018,"Cattle (excl. calves)","Australian Capital Territory",2600
4049,"Cattle (excl. calves)","Australian Capital Territory",2800
4077,"Cattle (excl. calves)","Australian Capital Territory",2800
4108,"Cattle (excl. calves)","Australian Capital Territory",3600
4138,"Cattle (excl. calves)","Australian Capital Territory",3600
4169,"Cattle (excl. calves)","Australian Capital Territory",3200
4199,"Cattle (excl. calves)","Australian Capital Territory",2500
4230,"Cattle (excl. calves)","Australian Capital Territory",2700
4261,"Cattle (excl. calves)","Australian Capital Territory",3400
4291,"Cattle (excl. calves)","Australian Capital Territory",4000
4322,"Cattle (excl. calves)","Australian Capital Territory",2100
4352,"Cattle (excl. calves)","Australian Capital Territory",2800
4383,"Cattle (excl. calves)","Australian Capital Territory",3900
4414,"Cattle (excl. calves)","Australian Capital Territory",4100
4442,"Cattle (excl. calves)","Australian Capital Territory",3900
4473,"Cattle (excl. calves)","Australian Capital Territory",2800
4503,"Cattle (excl. calves)","Australian Capital Territory",3200
4534,"Cattle (excl. calves)","Australian Capital Territory",3700
4564,"Cattle (excl. calves)","Australian Capital Territory",3900
4595,"Cattle (excl. calves)","Australian Capital Territory",800
4626,"Cattle (excl. calves)","Australian Capital Territory",0
4656,"Cattle (excl. calves)","Australian Capital Territory",0
4687,"Cattle (excl. calves)","Australian Capital Territory",1100
4717,"Cattle (excl. calves)","Australian Capital Territory",800
4748,"Cattle (excl. calves)","Australian Capital Territory",1800
4779,"Cattle (excl. calves)","Australian Capital Territory",1900
4807,"Cattle (excl. calves)","Australian Capital Territory",1700
4838,"Cattle (excl. calves)","Australian Capital Territory",1400
4868,"Cattle (excl. calves)","Australian Capital Territory",1500
4899,"Cattle (excl. calves)","Australian Capital Territory",1900
4929,"Cattle (excl. calves)","Australian Capital Territory",1700
4960,"Cattle (excl. calves)","Australian Capital Territory",2100
4991,"Cattle (excl. calves)","Australian Capital Territory",2500
5021,"Cattle (excl. calves)","Australian Capital Territory",2200
5052,"Cattle (excl. calves)","Australian Capital Territory",2200
5082,"Cattle (excl. calves)","Australian Capital Territory",2400
5113,"Cattle (excl. calves)","Australian Capital Territory",2700
5144,"Cattle (excl. calves)","Australian Capital Territory",2800
5173,"Cattle (excl. calves)","Australian Capital Territory",2600
5204,"Cattle (excl. calves)","Australian Capital Territory",2000
5234,"Cattle (excl. calves)","Australian Capital Territory",3100
5265,"Cattle (excl. calves)","Australian Capital Territory",2300
5295,"Cattle (excl. calves)","Australian Capital Territory",2300
5326,"Cattle (excl. calves)","Australian Capital Territory",2600
5357,"Cattle (excl. calves)","Australian Capital Territory",1800
5387,"Cattle (excl. calves)","Australian Capital Territory",2200
5418,"Cattle (excl. calves)","Australian Capital Territory",2400
5448,"Cattle (excl. calves)","Australian Capital Territory",1500
5479,"Cattle (excl. calves)","Australian Capital Territory",2000
5510,"Cattle (excl. calves)","Australian Capital Territory",1700
5538,"Cattle (excl. calves)","Australian Capital Territory",1900
5569,"Cattle (excl. calves)","Australian Capital Territory",1600
5599,"Cattle (excl. calves)","Australian Capital Territory",1600
5630,"Cattle (excl. calves)","Australian Capital Territory",1600
5660,"Cattle (excl. calves)","Australian Capital Territory",1500
5691,"Cattle (excl. calves)","Australian Capital Territory",1500
5722,"Cattle (excl. calves)","Australian Capital Territory",1700
5752,"Cattle (excl. calves)","Australian Capital Territory",2500
5783,"Cattle (excl. calves)","Australian Capital Territory",2200
5813,"Cattle (excl. calves)","Australian Capital Territory",2200
5844,"Cattle (excl. calves)","Australian Capital Territory",2500
5875,"Cattle (excl. calves)","Australian Capital Territory",2200
5903,"Cattle (excl. calves)","Australian Capital Territory",2200
5934,"Cattle (excl. calves)","Australian Capital Territory",2900
5964,"Cattle (excl. calves)","Australian Capital Territory",2200
5995,"Cattle (excl. calves)","Australian Capital Territory",2800
6025,"Cattle (excl. calves)","Australian Capital Territory",2800
6056,"Cattle (excl. calves)","Australian Capital Territory",2100
6087,"Cattle (excl. calves)","Australian Capital Territory",2500
6117,"Cattle (excl. calves)","Australian Capital Territory",2000
6148,"Cattle (excl. calves)","Australian Capital Territory",1800
6178,"Cattle (excl. calves)","Australian Capital Territory",2800
6209,"Cattle (excl. calves)","Australian Capital Territory",2300
6240,"Cattle (excl. calves)","Australian Capital Territory",2200
6268,"Cattle (excl. calves)","Australian Capital Territory",2100
6299,"Cattle (excl. calves)","Australian Capital Territory",2700
6329,"Cattle (excl. calves)","Australian Capital Territory",2300
6360,"Cattle (excl. calves)","Australian Capital Territory",2400
6390,"Cattle (excl. calves)","Australian Capital Territory",2800
6421,"Cattle (excl. calves)","Australian Capital Territory",1800
6452,"Cattle (excl. calves)","Australian Capital Territory",2500
6482,"Cattle (excl. calves)","Australian Capital Territory",2400
6513,"Cattle (excl. calves)","Australian Capital Territory",2800
6543,"Cattle (excl. calves)","Australian Capital Territory",2800
6574,"Cattle (excl. calves)","Australian Capital Territory",2300
6605,"Cattle (excl. calves)","Australian Capital Territory",2900
6634,"Cattle (excl. calves)","Australian Capital Territory",3100
6665,"Cattle (excl. calves)","Australian Capital Territory",2400
6695,"Cattle (excl. calves)","Australian Capital Territory",2300
6726,"Cattle (excl. calves)","Australian Capital Territory",2800
6756,"Cattle (excl. calves)","Australian Capital Territory",2300
6787,"Cattle (excl. calves)","Australian Capital Territory",3100
6818,"Cattle (excl. calves)","Australian Capital Territory",2400
6848,"Cattle (excl. calves)","Australian Capital Territory",2300
6879,"Cattle (excl. calves)","Australian Capital Territory",3100
6909,"Cattle (excl. calves)","Australian Capital Territory",2300
6940,"Cattle (excl. calves)","Australian Capital Territory",2300
6971,"Cattle (excl. calves)","Australian Capital Territory",2700
6999,"Cattle (excl. calves)","Australian Capital Territory",3400
7030,"Cattle (excl. calves)","Australian Capital Territory",2700
7060,"Cattle (excl. calves)","Australian Capital Territory",3200
7091,"Cattle (excl. calves)","Australian Capital Territory",2500
7121,"Cattle (excl. calves)","Australian Capital Territory",2200
7152,"Cattle (excl. calves)","Australian Capital Territory",2800
7183,"Cattle (excl. calves)","Australian Capital Territory",2500
7213,"Cattle (excl. calves)","Australian Capital Territory",2700
7244,"Cattle (excl. calves)","Australian Capital Territory",4100
7274,"Cattle (excl. calves)","Australian Capital Territory",2900
7305,"Cattle (excl. calves)","Australian Capital Territory",3700
7336,"Cattle (excl. calves)","Australian Capital Territory",2800
7364,"Cattle (excl. calves)","Australian Capital Territory",3100
7395,"Cattle (excl. calves)","Australian Capital Territory",2300
7425,"Cattle (excl. calves)","Australian Capital Territory",3000
7456,"Cattle (excl. calves)","Australian Capital Territory",2500
7486,"Cattle (excl. calves)","Australian Capital Territory",2900
7517,"Cattle (excl. calves)","Australian Capital Territory",2800
7548,"Cattle (excl. calves)","Australian Capital Territory",2500
7578,"Cattle (excl. calves)","Australian Capital Territory",2900
7609,"Cattle (excl. calves)","Australian Capital Territory",3000
7639,"Cattle (excl. calves)","Australian Capital Territory",2700
7670,"Cattle (excl. calves)","Australian Capital Territory",2200
7701,"Cattle (excl. calves)","Australian Capital Territory",2600
7729,"Cattle (excl. calves)","Australian Capital Territory",2200
7760,"Cattle (excl. calves)","Australian Capital Territory",2600
7790,"Cattle (excl. calves)","Australian Capital Territory",3600
7821,"Cattle (excl. calves)","Australian Capital Territory",2500
7851,"Cattle (excl. calves)","Australian Capital Territory",0
7882,"Cattle (excl. calves)","Australian Capital Territory",2300
7913,"Cattle (excl. calves)","Australian Capital Territory",2500
7943,"Cattle (excl. calves)","Australian Capital Territory",3000
7974,"Cattle (excl. calves)","Australian Capital Territory",2400
8004,"Cattle (excl. calves)","Australian Capital Territory",2300
8035,"Cattle (excl. calves)","Australian Capital Territory",3100
8066,"Cattle (excl. calves)","Australian Capital Territory",2500
8095,"Cattle (excl. calves)","Australian Capital Territory",2400
8126,"Cattle (excl. calves)","Australian Capital Territory",3000
8156,"Cattle (excl. calves)","Australian Capital Territory",2800
8187,"Cattle (excl. calves)","Australian Capital Territory",2500
8217,"Cattle (excl. calves)","Australian Capital Territory",3000
8248,"Cattle (excl. calves)","Australian Capital Territory",2200
8279,"Cattle (excl. calves)","Australian Capital Territory",2600
8309,"Cattle (excl. calves)","Australian Capital Territory",2000
8340,"Cattle (excl. calves)","Australian Capital Territory",2400
8370,"Cattle (excl. calves)","Australian Capital Territory",2500
8401,"Cattle (excl. calves)","Australian Capital Territory",2300
8432,"Cattle (excl. calves)","Australian Capital Territory",2700
8460,"Cattle (excl. calves)","Australian Capital Territory",3400
8491,"Cattle (excl. calves)","Australian Capital Territory",2700
8521,"Cattle (excl. calves)","Australian Capital Territory",3300
8552,"Cattle (excl. calves)","Australian Capital Territory",4000
8582,"Cattle (excl. calves)","Australian Capital Territory",3100
8613,"Cattle (excl. calves)","Australian Capital Territory",2900
8644,"Cattle (excl. calves)","Australian Capital Territory",3600
8674,"Cattle (excl. calves)","Australian Capital Territory",2900
8705,"Cattle (excl. calves)","Australian Capital Territory",3100
8735,"Cattle (excl. calves)","Australian Capital Territory",3800
8766,"Cattle (excl. calves)","Australian Capital Territory",2800
8797,"Cattle (excl. calves)","Australian Capital Territory",2900
8825,"Cattle (excl. calves)","Australian Capital Territory",3600
8856,"Cattle (excl. calves)","Australian Capital Territory",2700
8886,"Cattle (excl. calves)","Australian Capital Territory",3100
8917,"Cattle (excl. calves)","Australian Capital Territory",3700
8947,"Cattle (excl. calves)","Australian Capital Territory",2900
8978,"Cattle (excl. calves)","Australian Capital Territory",3800
9009,"Cattle (excl. calves)","Australian Capital Territory",3400
9039,"Cattle (excl. calves)","Australian Capital Territory",3400
9070,"Cattle (excl. calves)","Australian Capital Territory",3900
9100,"Cattle (excl. calves)","Australian Capital Territory",2800
9131,"Cattle (excl. calves)","Australian Capital Territory",3000
9162,"Cattle (excl. calves)","Australian Capital Territory",3100
9190,"Cattle (excl. calves)","Australian Capital Territory",4000
9221,"Cattle (excl. calves)","Australian Capital Territory",3100
9251,"Cattle (excl. calves)","Australian Capital Territory",4100
9282,"Cattle (excl. calves)","Australian Capital Territory",3000
9312,"Cattle (excl. calves)","Australian Capital Territory",3000
9343,"Cattle (excl. calves)","Australian Capital Territory",3900
9374,"Cattle (excl. calves)","Australian Capital Territory",3300
9404,"Cattle (excl. calves)","Australian Capital Territory",3100
9435,"Cattle (excl. calves)","Australian Capital Territory",4000
9465,"Cattle (excl. calves)","Australian Capital Territory",3100
9496,"Cattle (excl. calves)","Australian Capital Territory",4100
9527,"Cattle (excl. calves)","Australian Capital Territory",3400
9556,"Cattle (excl. calves)","Australian Capital Territory",3200
9587,"Cattle (excl. calves)","Australian Capital Territory",3300
9617,"Cattle (excl. calves)","Australian Capital Territory",4400
9648,"Cattle (excl. calves)","Australian Capital Territory",3400
9678,"Cattle (excl. calves)","Australian Capital Territory",0
9709,"Cattle (excl. calves)","Australian Capital Territory",0
9740,"Cattle (excl. calves)","Australian Capital Territory",0
9770,"Cattle (excl. calves)","Australian Capital Territory",0
9801,"Cattle (excl. calves)","Australian Capital Territory",0
9831,"Cattle (excl. calves)","Australian Capital Territory",0
9862,"Cattle (excl. calves)","Australian Capital Territory",0
9893,"Cattle (excl. calves)","Australian Capital Territory",0
9921,"Cattle (excl. calves)","Australian Capital Territory",0
9952,"Cattle (excl. calves)","Australian Capital Territory",0
9982,"Cattle (excl. calves)","Australian Capital Territory",0
10013,"Cattle (excl. calves)","Australian Capital Territory",0
10043,"Cattle (excl. calves)","Australian Capital Territory",0
10074,"Cattle (excl. calves)","Australian Capital Territory",0
10105,"Cattle (excl. calves)","Australian Capital Territory",0
10135,"Cattle (excl. calves)","Australian Capital Territory",0
10166,"Cattle (excl. calves)","Australian Capital Territory",0
10196,"Cattle (excl. calves)","Australian Capital Territory",0
10227,"Cattle (excl. calves)","Australian Capital Territory",0
10258,"Cattle (excl. calves)","Australian Capital Territory",0
10286,"Cattle (excl. calves)","Australian Capital Territory",0
10317,"Cattle (excl. calves)","Australian Capital Territory",0
10347,"Cattle (excl. calves)","Australian Capital Territory",0
10378,"Cattle (excl. calves)","Australian Capital Territory",0
10408,"Cattle (excl. calves)","Australian Capital Territory",0
10439,"Cattle (excl. calves)","Australian Capital Territory",0
10470,"Cattle (excl. calves)","Australian Capital Territory",0
10500,"Cattle (excl. calves)","Australian Capital Territory",0
10531,"Cattle (excl. calves)","Australian Capital Territory",0
10561,"Cattle (excl. calves)","Australian Capital Territory",0
10592,"Cattle (excl. calves)","Australian Capital Territory",0
10623,"Cattle (excl. calves)","Australian Capital Territory",0
10651,"Cattle (excl. calves)","Australian Capital Territory",0
10682,"Cattle (excl. calves)","Australian Capital Territory",0
10712,"Cattle (excl. calves)","Australian Capital Territory",0
10743,"Cattle (excl. calves)","Australian Capital Territory",0
10773,"Cattle (excl. calves)","Australian Capital Territory",0
10804,"Cattle (excl. calves)","Australian Capital Territory",0
10835,"Cattle (excl. calves)","Australian Capital Territory",0
10865,"Cattle (excl. calves)","Australian Capital Territory",0
10896,"Cattle (excl. calves)","Australian Capital Territory",0
10926,"Cattle (excl. calves)","Australian Capital Territory",0
10957,"Cattle (excl. calves)","Australian Capital Territory",0
10988,"Cattle (excl. calves)","Australian Capital Territory",0
11017,"Cattle (excl. calves)","Australian Capital Territory",0
11048,"Cattle (excl. calves)","Australian Capital Territory",0
11078,"Cattle (excl. calves)","Australian Capital Territory",0
11109,"Cattle (excl. calves)","Australian Capital Territory",0
11139,"Cattle (excl. calves)","Australian Capital Territory",0
11170,"Cattle (excl. calves)","Australian Capital Territory",0
11201,"Cattle (excl. calves)","Australian Capital Territory",0
11231,"Cattle (excl. calves)","Australian Capital Territory",0
11262,"Cattle (excl. calves)","Australian Capital Territory",0
11292,"Cattle (excl. calves)","Australian Capital Territory",0
11323,"Cattle (excl. calves)","Australian Capital Territory",0
11354,"Cattle (excl. calves)","Australian Capital Territory",0
11382,"Cattle (excl. calves)","Australian Capital Territory",0
11413,"Cattle (excl. calves)","Australian Capital Territory",0
11443,"Cattle (excl. calves)","Australian Capital Territory",0
11474,"Cattle (excl. calves)","Australian Capital Territory",0
11504,"Cattle (excl. calves)","Australian Capital Territory",0
11535,"Cattle (excl. calves)","Australian Capital Territory",0
11566,"Cattle (excl. calves)","Australian Capital Territory",0
11596,"Cattle (excl. calves)","Australian Capital Territory",0
11627,"Cattle (excl. calves)","Australian Capital Territory",0
11657,"Cattle (excl. calves)","Australian Capital Territory",0
11688,"Cattle (excl. calves)","Australian Capital Territory",0
11719,"Cattle (excl. calves)","Australian Capital Territory",0
11747,"Cattle (excl. calves)","Australian Capital Territory",0
11778,"Cattle (excl. calves)","Australian Capital Territory",0
11808,"Cattle (excl. calves)","Australian Capital Territory",0
11839,"Cattle (excl. calves)","Australian Capital Territory",0
11869,"Cattle (excl. calves)","Australian Capital Territory",0
11900,"Cattle (excl. calves)","Australian Capital Territory",0
11931,"Cattle (excl. calves)","Australian Capital Territory",0
11961,"Cattle (excl. calves)","Australian Capital Territory",0
11992,"Cattle (excl. calves)","Australian Capital Territory",0
12022,"Cattle (excl. calves)","Australian Capital Territory",0
12053,"Cattle (excl. calves)","Australian Capital Territory",0
12084,"Cattle (excl. calves)","Australian Capital Territory",0
12112,"Cattle (excl. calves)","Australian Capital Territory",0
12143,"Cattle (excl. calves)","Australian Capital Territory",0
12173,"Cattle (excl. calves)","Australian Capital Territory",0
12204,"Cattle (excl. calves)","Australian Capital Territory",0
12234,"Cattle (excl. calves)","Australian Capital Territory",0
12265,"Cattle (excl. calves)","Australian Capital Territory",0
12296,"Cattle (excl. calves)","Australian Capital Territory",0
12326,"Cattle (excl. calves)","Australian Capital Territory",0
12357,"Cattle (excl. calves)","Australian Capital Territory",0
12387,"Cattle (excl. calves)","Australian Capital Territory",0
12418,"Cattle (excl. calves)","Australian Capital Territory",0
12449,"Cattle (excl. calves)","Australian Capital Territory",0
12478,"Cattle (excl. calves)","Australian Capital Territory",0
12509,"Cattle (excl. calves)","Australian Capital Territory",0
12539,"Cattle (excl. calves)","Australian Capital Territory",0
12570,"Cattle (excl. calves)","Australian Capital Territory",0
12600,"Cattle (excl. calves)","Australian Capital Territory",0
12631,"Cattle (excl. calves)","Australian Capital Territory",0
12662,"Cattle (excl. calves)","Australian Capital Territory",0
12692,"Cattle (excl. calves)","Australian Capital Territory",0
12723,"Cattle (excl. calves)","Australian Capital Territory",0
12753,"Cattle (excl. calves)","Australian Capital Territory",0
12784,"Cattle (excl. calves)","Australian Capital Territory",0
12815,"Cattle (excl. calves)","Australian Capital Territory",0
12843,"Cattle (excl. calves)","Australian Capital Territory",0
12874,"Cattle (excl. calves)","Australian Capital Territory",0
12904,"Cattle (excl. calves)","Australian Capital Territory",0
12935,"Cattle (excl. calves)","Australian Capital Territory",0
12965,"Cattle (excl. calves)","Australian Capital Territory",0
12996,"Cattle (excl. calves)","Australian Capital Territory",0
13027,"Cattle (excl. calves)","Australian Capital Territory",0
13057,"Cattle (excl. calves)","Australian Capital Territory",0
13088,"Cattle (excl. calves)","Australian Capital Territory",0
13118,"Cattle (excl. calves)","Australian Capital Territory",0
13149,"Cattle (excl. calves)","Australian Capital Territory",0
13180,"Cattle (excl. calves)","Australian Capital Territory",0
13208,"Cattle (excl. calves)","Australian Capital Territory",0
13239,"Cattle (excl. calves)","Australian Capital Territory",0
13269,"Cattle (excl. calves)","Australian Capital Territory",0
13300,"Cattle (excl. calves)","Australian Capital Territory",0
13330,"Cattle (excl. calves)","Australian Capital Territory",0
13361,"Cattle (excl. calves)","Australian Capital Territory",0
13392,"Cattle (excl. calves)","Australian Capital Territory",0
13422,"Cattle (excl. calves)","Australian Capital Territory",0
13453,"Cattle (excl. calves)","Australian Capital Territory",0
13483,"Cattle (excl. calves)","Australian Capital Territory",0
13514,"Cattle (excl. calves)","Australian Capital Territory",0
13545,"Cattle (excl. calves)","Australian Capital Territory",0
13573,"Cattle (excl. calves)","Australian Capital Territory",0
13604,"Cattle (excl. calves)","Australian Capital Territory",0
13634,"Cattle (excl. calves)","Australian Capital Territory",0
13665,"Cattle (excl. calves)","Australian Capital Territory",0
13695,"Cattle (excl. calves)","Australian Capital Territory",0
13726,"Cattle (excl. calves)","Australian Capital Territory",0
13757,"Cattle (excl. calves)","Australian Capital Territory",0
13787,"Cattle (excl. calves)","Australian Capital Territory",0
13818,"Cattle (excl. calves)","Australian Capital Territory",0
13848,"Cattle (excl. calves)","Australian Capital Territory",0
13879,"Cattle (excl. calves)","Australian Capital Territory",0
13910,"Cattle (excl. calves)","Australian Capital Territory",0
13939,"Cattle (excl. calves)","Australian Capital Territory",0
13970,"Cattle (excl. calves)","Australian Capital Territory",0
14000,"Cattle (excl. calves)","Australian Capital Territory",0
14031,"Cattle (excl. calves)","Australian Capital Territory",0
14061,"Cattle (excl. calves)","Australian Capital Territory",0
14092,"Cattle (excl. calves)","Australian Capital Territory",0
14123,"Cattle (excl. calves)","Australian Capital Territory",0
14153,"Cattle (excl. calves)","Australian Capital Territory",0
14184,"Cattle (excl. calves)","Australian Capital Territory",0
14214,"Cattle (excl. calves)","Australian Capital Territory",0
14245,"Cattle (excl. calves)","Australian Capital Territory",0
14276,"Cattle (excl. calves)","Australian Capital Territory",0
14304,"Cattle (excl. calves)","Australian Capital Territory",0
14335,"Cattle (excl. calves)","Australian Capital Territory",0
14365,"Cattle (excl. calves)","Australian Capital Territory",0
14396,"Cattle (excl. calves)","Australian Capital Territory",0
14426,"Cattle (excl. calves)","Australian Capital Territory",0
14457,"Cattle (excl. calves)","Australian Capital Territory",0
14488,"Cattle (excl. calves)","Australian Capital Territory",0
14518,"Cattle (excl. calves)","Australian Capital Territory",0
14549,"Cattle (excl. calves)","Australian Capital Territory",0
14579,"Cattle (excl. calves)","Australian Capital Territory",0
14610,"Cattle (excl. calves)","Australian Capital Territory",0
14641,"Cattle (excl. calves)","Australian Capital Territory",0
14669,"Cattle (excl. calves)","Australian Capital Territory",0
14700,"Cattle (excl. calves)","Australian Capital Territory",0
14730,"Cattle (excl. calves)","Australian Capital Territory",0
14761,"Cattle (excl. calves)","Australian Capital Territory",0
14791,"Cattle (excl. calves)","Australian Capital Territory",0
14822,"Cattle (excl. calves)","Australian Capital Territory",0
14853,"Cattle (excl. calves)","Australian Capital Territory",0
14883,"Cattle (excl. calves)","Australian Capital Territory",0
14914,"Cattle (excl. calves)","Australian Capital Territory",0
14944,"Cattle (excl. calves)","Australian Capital Territory",0
14975,"Cattle (excl. calves)","Australian Capital Territory",0
15006,"Cattle (excl. calves)","Australian Capital Territory",0
15034,"Cattle (excl. calves)","Australian Capital Territory",0
15065,"Cattle (excl. calves)","Australian Capital Territory",0
15095,"Cattle (excl. calves)","Australian Capital Territory",0
15126,"Cattle (excl. calves)","Australian Capital Territory",0
15156,"Cattle (excl. calves)","Australian Capital Territory",0
15187,"Cattle (excl. calves)","Australian Capital Territory",0
15218,"Cattle (excl. calves)","Australian Capital Territory",0
15248,"Cattle (excl. calves)","Australian Capital Territory",0
15279,"Cattle (excl. calves)","Australian Capital Territory",0
15309,"Cattle (excl. calves)","Australian Capital Territory",0
15340,"Cattle (excl. calves)","Australian Capital Territory",0
15371,"Cattle (excl. calves)","Australian Capital Territory",0
