"Quarter","Region","State","Purpose","Trips"
12326,"Bundaberg","Queensland","Visiting",43.8184437
12418,"Bundaberg","Queensland","Visiting",72.3968682
12509,"Bundaberg","Queensland","Visiting",60.5721167
12600,"Bundaberg","Queensland","Visiting",34.4527141
12692,"Bundaberg","Queensland","Visiting",36.8730523
12784,"Bundaberg","Queensland","Visiting",25.5166744
12874,"Bundaberg","Queensland","Visiting",57.5031845
12965,"Bundaberg","Queensland","Visiting",55.9560191
13057,"Bundaberg","Queensland","Visiting",30.9965023
13149,"Bundaberg","Queensland","Visiting",31.796677
13239,"Bundaberg","Queensland","Visiting",52.271371
13330,"Bundaberg","Queensland","Visiting",47.161459
13422,"Bundaberg","Queensland","Visiting",61.099693
13514,"Bundaberg","Queensland","Visiting",39.3618629
13604,"Bundaberg","Queensland","Visiting",30.4630491
13695,"Bundaberg","Queensland","Visiting",71.9712961
13787,"Bundaberg","Queensland","Visiting",50.9020179
13879,"Bundaberg","Queensland","Visiting",76.7040631
13970,"Bundaberg","Queensland","Visiting",65.1546055
14061,"Bundaberg","Queensland","Visiting",41.0252763
14153,"Bundaberg","Queensland","Visiting",59.6711558
14245,"Bundaberg","Queensland","Visiting",58.2320592
14335,"Bundaberg","Queensland","Visiting",37.9095714
14426,"Bundaberg","Queensland","Visiting",85.4532593
14518,"Bundaberg","Queensland","Visiting",44.7366756
14610,"Bundaberg","Queensland","Visiting",25.696306
14700,"Bundaberg","Queensland","Visiting",48.8557342
14791,"Bundaberg","Queensland","Visiting",42.9545519
14883,"Bundaberg","Queensland","Visiting",53.1311145
14975,"Bundaberg","Queensland","Visiting",23.9526462
15065,"Bundaberg","Queensland","Visiting",35.8315429
15156,"Bundaberg","Queensland","Visiting",21.9677485
15248,"Bundaberg","Queensland","Visiting",78.7367348
15340,"Bundaberg","Queensland","Visiting",37.8072774
15431,"Bundaberg","Queensland","Visiting",95.2868443
15522,"Bundaberg","Queensland","Visiting",40.0619066
15614,"Bundaberg","Queensland","Visiting",63.3789702
15706,"Bundaberg","Queensland","Visiting",39.8417271
15796,"Bundaberg","Queensland","Visiting",31.2578217
15887,"Bundaberg","Queensland","Visiting",63.0099487
15979,"Bundaberg","Queensland","Visiting",57.7494879
16071,"Bundaberg","Queensland","Visiting",47.2565843
16161,"Bundaberg","Queensland","Visiting",29.5208694
16252,"Bundaberg","Queensland","Visiting",53.770457
16344,"Bundaberg","Queensland","Visiting",71.8146388
16436,"Bundaberg","Queensland","Visiting",42.293063
16526,"Bundaberg","Queensland","Visiting",75.2938486
16617,"Bundaberg","Queensland","Visiting",30.2599621
16709,"Bundaberg","Queensland","Visiting",52.7172716
16801,"Bundaberg","Queensland","Visiting",38.8640446
16892,"Bundaberg","Queensland","Visiting",38.5794389
16983,"Bundaberg","Queensland","Visiting",70.1142605
17075,"Bundaberg","Queensland","Visiting",58.0138853
17167,"Bundaberg","Queensland","Visiting",28.668809
17257,"Bundaberg","Queensland","Visiting",26.0275362
17348,"Bundaberg","Queensland","Visiting",67.8795843
17440,"Bundaberg","Queensland","Visiting",78.6923392
10227,"Canberra","ACT","Business",150.1981173
10317,"Canberra","ACT","Business",99.9326775
10408,"Canberra","ACT","Business",129.5651167
10500,"Canberra","ACT","Business",101.6989731
10592,"Canberra","ACT","Business",95.5249101
10682,"Canberra","ACT","Business",229.0576164
10773,"Canberra","ACT","Business",108.8297679
10865,"Canberra","ACT","Business",158.9828628
10957,"Canberra","ACT","Business",105.2419137
11048,"Canberra","ACT","Business",202.0169523
11139,"Canberra","ACT","Business",158.2150056
11231,"Canberra","ACT","Business",148.2187501
11323,"Canberra","ACT","Business",75.4334655
11413,"Canberra","ACT","Business",121.5325056
11504,"Canberra","ACT","Business",205.8264631
11596,"Canberra","ACT","Business",116.8405502
11688,"Canberra","ACT","Business",94.4200396
11778,"Canberra","ACT","Business",173.3223985
11869,"Canberra","ACT","Business",171.4611239
11961,"Canberra","ACT","Business",186.6608218
12053,"Canberra","ACT","Business",86.7742482
12143,"Canberra","ACT","Business",94.1185669
12234,"Canberra","ACT","Business",138.9422144
12326,"Canberra","ACT","Business",165.7186941
12418,"Canberra","ACT","Business",103.3592363
12509,"Canberra","ACT","Business",141.2154663
12600,"Canberra","ACT","Business",105.7449802
12692,"Canberra","ACT","Business",148.9622884
12784,"Canberra","ACT","Business",126.867375
12874,"Canberra","ACT","Business",179.3503602
12965,"Canberra","ACT","Business",181.4562323
13057,"Canberra","ACT","Business",151.7609374
13149,"Canberra","ACT","Business",97.69241
13239,"Canberra","ACT","Business",194.767476
13330,"Canberra","ACT","Business",138.599389
13422,"Canberra","ACT","Business",116.922785
13514,"Canberra","ACT","Business",149.8571365
13604,"Canberra","ACT","Business",145.4090586
13695,"Canberra","ACT","Business",202.8989091
13787,"Canberra","ACT","Business",140.986964
13879,"Canberra","ACT","Business",91.4095432
13970,"Canberra","ACT","Business",153.5208182
14061,"Canberra","ACT","Business",177.3422865
14153,"Canberra","ACT","Business",166.1030965
14245,"Canberra","ACT","Business",130.1985314
14335,"Canberra","ACT","Business",103.3072435
14426,"Canberra","ACT","Business",132.1184456
14518,"Canberra","ACT","Business",127.3317443
14610,"Canberra","ACT","Business",132.5227387
14700,"Canberra","ACT","Business",164.3192636
14791,"Canberra","ACT","Business",119.4290896
14883,"Canberra","ACT","Business",121.9943297
14975,"Canberra","ACT","Business",96.49997
15065,"Canberra","ACT","Business",162.0438325
15156,"Canberra","ACT","Business",137.2222669
15248,"Canberra","ACT","Business",149.1777728
15340,"Canberra","ACT","Business",142.0434435
15431,"Canberra","ACT","Business",120.5129269
15522,"Canberra","ACT","Business",169.0507928
15614,"Canberra","ACT","Business",186.5315661
15706,"Canberra","ACT","Business",92.0417968
15796,"Canberra","ACT","Business",142.9318974
15887,"Canberra","ACT","Business",145.6082515
15979,"Canberra","ACT","Business",202.616536
16071,"Canberra","ACT","Business",147.3906055
16161,"Canberra","ACT","Business",216.9150786
16252,"Canberra","ACT","Business",165.9940956
16344,"Canberra","ACT","Business",154.0342133
16436,"Canberra","ACT","Business",101.37297
16526,"Canberra","ACT","Business",155.4812509
16617,"Canberra","ACT","Business",244.3500543
16709,"Canberra","ACT","Business",223.3384825
16801,"Canberra","ACT","Business",152.5994803
16892,"Canberra","ACT","Business",195.7193939
16983,"Canberra","ACT","Business",219.4212984
17075,"Canberra","ACT","Business",186.3990721
17167,"Canberra","ACT","Business",169.3186109
17257,"Canberra","ACT","Business",259.3497921
17348,"Canberra","ACT","Business",181.7559602
17440,"Canberra","ACT","Business",199.5264756
10227,"Canberra","ACT","Holiday",196.2185505
10317,"Canberra","ACT","Holiday",126.7705973
10408,"Canberra","ACT","Holiday",110.6796454
10500,"Canberra","ACT","Holiday",170.4722058
10592,"Canberra","ACT","Holiday",107.7792452
10682,"Canberra","ACT","Holiday",124.6442031
10773,"Canberra","ACT","Holiday",177.9468698
10865,"Canberra","ACT","Holiday",217.6562481
10957,"Canberra","ACT","Holiday",158.4145809
11048,"Canberra","ACT","Holiday",154.8064808
11139,"Canberra","ACT","Holiday",110.7790049
11231,"Canberra","ACT","Holiday",157.8623391
11323,"Canberra","ACT","Holiday",143.6435129
11413,"Canberra","ACT","Holiday",249.9085001
11504,"Canberra","ACT","Holiday",132.4823603
11596,"Canberra","ACT","Holiday",183.9750371
11688,"Canberra","ACT","Holiday",164.1536101
11778,"Canberra","ACT","Holiday",185.144259
11869,"Canberra","ACT","Holiday",113.2755677
11961,"Canberra","ACT","Holiday",140.1915353
12053,"Canberra","ACT","Holiday",111.4751914
12143,"Canberra","ACT","Holiday",156.3437888
12234,"Canberra","ACT","Holiday",140.4969378
12326,"Canberra","ACT","Holiday",144.4553491
12418,"Canberra","ACT","Holiday",114.0701235
12509,"Canberra","ACT","Holiday",136.9660938
12600,"Canberra","ACT","Holiday",129.6151561
12692,"Canberra","ACT","Holiday",113.0255894
12784,"Canberra","ACT","Holiday",121.8510901
12874,"Canberra","ACT","Holiday",134.5084186
12965,"Canberra","ACT","Holiday",154.6502579
13057,"Canberra","ACT","Holiday",92.497783
13149,"Canberra","ACT","Holiday",149.554375
13239,"Canberra","ACT","Holiday",133.051428
13330,"Canberra","ACT","Holiday",132.549314
13422,"Canberra","ACT","Holiday",111.296543
13514,"Canberra","ACT","Holiday",145.5622689
13604,"Canberra","ACT","Holiday",115.5508329
13695,"Canberra","ACT","Holiday",119.7396275
13787,"Canberra","ACT","Holiday",101.5596327
13879,"Canberra","ACT","Holiday",152.473165
13970,"Canberra","ACT","Holiday",140.3483478
14061,"Canberra","ACT","Holiday",141.3639443
14153,"Canberra","ACT","Holiday",119.8263545
14245,"Canberra","ACT","Holiday",184.7659711
14335,"Canberra","ACT","Holiday",125.3440577
14426,"Canberra","ACT","Holiday",116.4592213
14518,"Canberra","ACT","Holiday",101.1894017
14610,"Canberra","ACT","Holiday",299.8312818
14700,"Canberra","ACT","Holiday",204.1642676
14791,"Canberra","ACT","Holiday",132.4496342
14883,"Canberra","ACT","Holiday",132.9459374
14975,"Canberra","ACT","Holiday",121.1236727
15065,"Canberra","ACT","Holiday",111.1584584
15156,"Canberra","ACT","Holiday",161.3472175
15248,"Canberra","ACT","Holiday",126.1196456
15340,"Canberra","ACT","Holiday",141.2563594
15431,"Canberra","ACT","Holiday",108.5218403
15522,"Canberra","ACT","Holiday",130.2682416
15614,"Canberra","ACT","Holiday",82.3934331
15706,"Canberra","ACT","Holiday",215.9476834
15796,"Canberra","ACT","Holiday",119.73916
15887,"Canberra","ACT","Holiday",180.5453191
15979,"Canberra","ACT","Holiday",125.8092609
16071,"Canberra","ACT","Holiday",189.3877031
16161,"Canberra","ACT","Holiday",149.8130108
16252,"Canberra","ACT","Holiday",193.1935368
16344,"Canberra","ACT","Holiday",135.2556246
16436,"Canberra","ACT","Holiday",247.3158288
16526,"Canberra","ACT","Holiday",142.9431516
16617,"Canberra","ACT","Holiday",174.9480088
16709,"Canberra","ACT","Holiday",125.5230547
16801,"Canberra","ACT","Holiday",162.597761
16892,"Canberra","ACT","Holiday",199.5219014
16983,"Canberra","ACT","Holiday",159.1349489
17075,"Canberra","ACT","Holiday",214.1112851
17167,"Canberra","ACT","Holiday",223.1334399
17257,"Canberra","ACT","Holiday",193.4863015
17348,"Canberra","ACT","Holiday",203.6345036
17440,"Canberra","ACT","Holiday",214.4636548
10227,"Canberra","ACT","Other",21.6963502
10317,"Canberra","ACT","Other",17.5590634
10408,"Canberra","ACT","Other",23.2701495
10500,"Canberra","ACT","Other",32.0318184
10592,"Canberra","ACT","Other",12.7924307
10682,"Canberra","ACT","Other",39.4365117
10773,"Canberra","ACT","Other",10.7880627
10865,"Canberra","ACT","Other",17.8277829
10957,"Canberra","ACT","Other",57.4066532
11048,"Canberra","ACT","Other",43.0112384
11139,"Canberra","ACT","Other",38.6123245
11231,"Canberra","ACT","Other",9.5203749
11323,"Canberra","ACT","Other",20.1443245
11413,"Canberra","ACT","Other",11.741015
11504,"Canberra","ACT","Other",34.1625497
11596,"Canberra","ACT","Other",15.4353006
11688,"Canberra","ACT","Other",27.9830865
11778,"Canberra","ACT","Other",31.6249308
11869,"Canberra","ACT","Other",21.0432899
11961,"Canberra","ACT","Other",21.8827254
12053,"Canberra","ACT","Other",37.1307482
12143,"Canberra","ACT","Other",34.8455603
12234,"Canberra","ACT","Other",22.5238374
12326,"Canberra","ACT","Other",12.5436603
12418,"Canberra","ACT","Other",58.7727408
12509,"Canberra","ACT","Other",25.616047
12600,"Canberra","ACT","Other",29.0029772
12692,"Canberra","ACT","Other",35.4968926
12784,"Canberra","ACT","Other",36.3863951
12874,"Canberra","ACT","Other",20.1669495
12965,"Canberra","ACT","Other",10.8399596
13057,"Canberra","ACT","Other",18.4832705
13149,"Canberra","ACT","Other",17.390088
13239,"Canberra","ACT","Other",20.563101
13330,"Canberra","ACT","Other",21.914768
13422,"Canberra","ACT","Other",31.309117
13514,"Canberra","ACT","Other",18.2040482
13604,"Canberra","ACT","Other",37.0991298
13695,"Canberra","ACT","Other",34.7066896
13787,"Canberra","ACT","Other",15.1542785
13879,"Canberra","ACT","Other",33.3110345
13970,"Canberra","ACT","Other",23.56845
14061,"Canberra","ACT","Other",44.0519677
14153,"Canberra","ACT","Other",31.153191
14245,"Canberra","ACT","Other",13.7235517
14335,"Canberra","ACT","Other",19.554367
14426,"Canberra","ACT","Other",22.7251222
14518,"Canberra","ACT","Other",41.2990019
14610,"Canberra","ACT","Other",21.8537377
14700,"Canberra","ACT","Other",31.0177176
14791,"Canberra","ACT","Other",30.1528568
14883,"Canberra","ACT","Other",35.3618591
14975,"Canberra","ACT","Other",12.3364192
15065,"Canberra","ACT","Other",31.0866378
15156,"Canberra","ACT","Other",46.8265291
15248,"Canberra","ACT","Other",27.0055446
15340,"Canberra","ACT","Other",14.0504703
15431,"Canberra","ACT","Other",32.1421448
15522,"Canberra","ACT","Other",20.8455709
15614,"Canberra","ACT","Other",31.2144568
15706,"Canberra","ACT","Other",21.1423795
15796,"Canberra","ACT","Other",39.1131486
15887,"Canberra","ACT","Other",17.728113
15979,"Canberra","ACT","Other",25.6762989
16071,"Canberra","ACT","Other",11.9327066
16161,"Canberra","ACT","Other",43.0969301
16252,"Canberra","ACT","Other",46.9384545
16344,"Canberra","ACT","Other",45.9233194
16436,"Canberra","ACT","Other",36.7018746
16526,"Canberra","ACT","Other",48.394342
16617,"Canberra","ACT","Other",35.1994562
16709,"Canberra","ACT","Other",49.7974669
16801,"Canberra","ACT","Other",71.8287796
16892,"Canberra","ACT","Other",29.4952177
16983,"Canberra","ACT","Other",29.0335195
17075,"Canberra","ACT","Other",44.882399
17167,"Canberra","ACT","Other",41.9485553
17257,"Canberra","ACT","Other",42.7102751
17348,"Canberra","ACT","Other",26.1640436
17440,"Canberra","ACT","Other",18.3728157
10227,"Canberra","ACT","Visiting",182.8889035
10317,"Canberra","ACT","Visiting",171.7632847
10408,"Canberra","ACT","Visiting",172.5140995
10500,"Canberra","ACT","Visiting",145.5954476
10592,"Canberra","ACT","Visiting",162.4762308
10682,"Canberra","ACT","Visiting",165.0398109
10773,"Canberra","ACT","Visiting",151.3364955
10865,"Canberra","ACT","Visiting",200.3585478
10957,"Canberra","ACT","Visiting",278.6053927
11048,"Canberra","ACT","Visiting",157.300385
11139,"Canberra","ACT","Visiting",132.408069
11231,"Canberra","ACT","Visiting",178.7779762
11323,"Canberra","ACT","Visiting",151.3372024
11413,"Canberra","ACT","Visiting",235.1996985
11504,"Canberra","ACT","Visiting",174.5594994
11596,"Canberra","ACT","Visiting",216.671611
11688,"Canberra","ACT","Visiting",161.9455934
11778,"Canberra","ACT","Visiting",157.2571268
11869,"Canberra","ACT","Visiting",150.2947203
11961,"Canberra","ACT","Visiting",173.1351783
12053,"Canberra","ACT","Visiting",142.9557796
12143,"Canberra","ACT","Visiting",160.5848784
12234,"Canberra","ACT","Visiting",238.2469581
12326,"Canberra","ACT","Visiting",257.519584
12418,"Canberra","ACT","Visiting",215.9399869
12509,"Canberra","ACT","Visiting",179.653882
12600,"Canberra","ACT","Visiting",159.5321975
12692,"Canberra","ACT","Visiting",184.1297285
12784,"Canberra","ACT","Visiting",232.8391168
12874,"Canberra","ACT","Visiting",144.3459094
12965,"Canberra","ACT","Visiting",220.825383
13057,"Canberra","ACT","Visiting",160.4564948
13149,"Canberra","ACT","Visiting",183.317184
13239,"Canberra","ACT","Visiting",201.552869
13330,"Canberra","ACT","Visiting",161.908186
13422,"Canberra","ACT","Visiting",180.399654
13514,"Canberra","ACT","Visiting",181.6340479
13604,"Canberra","ACT","Visiting",177.960596
13695,"Canberra","ACT","Visiting",165.3555771
13787,"Canberra","ACT","Visiting",203.5937475
13879,"Canberra","ACT","Visiting",197.0452112
13970,"Canberra","ACT","Visiting",165.2181967
14061,"Canberra","ACT","Visiting",166.7385284
14153,"Canberra","ACT","Visiting",152.7591452
14245,"Canberra","ACT","Visiting",163.8205416
14335,"Canberra","ACT","Visiting",148.5441699
14426,"Canberra","ACT","Visiting",138.8525539
14518,"Canberra","ACT","Visiting",158.0356487
14610,"Canberra","ACT","Visiting",162.607037
14700,"Canberra","ACT","Visiting",155.2171706
14791,"Canberra","ACT","Visiting",161.7922739
14883,"Canberra","ACT","Visiting",175.0068098
14975,"Canberra","ACT","Visiting",150.9403485
15065,"Canberra","ACT","Visiting",143.2590971
15156,"Canberra","ACT","Visiting",149.9947814
15248,"Canberra","ACT","Visiting",173.2453247
15340,"Canberra","ACT","Visiting",149.5542792
15431,"Canberra","ACT","Visiting",195.6250535
15522,"Canberra","ACT","Visiting",201.6721052
15614,"Canberra","ACT","Visiting",211.6266069
15706,"Canberra","ACT","Visiting",195.4217029
15796,"Canberra","ACT","Visiting",173.7482961
15887,"Canberra","ACT","Visiting",162.6304065
15979,"Canberra","ACT","Visiting",175.4824127
16071,"Canberra","ACT","Visiting",191.8965045
16161,"Canberra","ACT","Visiting",177.0025113
16252,"Canberra","ACT","Visiting",200.0860553
16344,"Canberra","ACT","Visiting",191.7259519
16436,"Canberra","ACT","Visiting",180.7447892
16526,"Canberra","ACT","Visiting",170.0515983
16617,"Canberra","ACT","Visiting",233.7056691
16709,"Canberra","ACT","Visiting",198.5865653
16801,"Canberra","ACT","Visiting",238.1156135
16892,"Canberra","ACT","Visiting",167.8719857
16983,"Canberra","ACT","Visiting",164.847326
17075,"Canberra","ACT","Visiting",221.8213848
17167,"Canberra","ACT","Visiting",199.9681408
17257,"Canberra","ACT","Visiting",252.7440622
17348,"Canberra","ACT","Visiting",220.2053969
17440,"Canberra","ACT","Visiting",287.966424
10227,"Capital Country","New South Wales","Business",42.712127
10317,"Capital Country","New South Wales","Business",43.3351906
10408,"Capital Country","New South Wales","Business",16.1583279
10500,"Capital Country","New South Wales","Business",24.0578948
10592,"Capital Country","New South Wales","Business",27.5678268
10682,"Capital Country","New South Wales","Business",35.1707416
10773,"Capital Country","New South Wales","Business",39.2646554
10865,"Capital Country","New South Wales","Business",40.1994121
10957,"Capital Country","New South Wales","Business",20.0113044
11048,"Capital Country","New South Wales","Business",64.6990724
11139,"Capital Country","New South Wales","Business",43.133356
11231,"Capital Country","New South Wales","Business",34.8621533
11323,"Capital Country","New South Wales","Business",17.0996288
11413,"Capital Country","New South Wales","Business",65.2650547
11504,"Capital Country","New South Wales","Business",29.9001859
11596,"Capital Country","New South Wales","Business",26.1827044
11688,"Capital Country","New South Wales","Business",23.0004325
11778,"Capital Country","New South Wales","Business",46.1061617
11869,"Capital Country","New South Wales","Business",45.1027521
11961,"Capital Country","New South Wales","Business",42.9814594
12053,"Capital Country","New South Wales","Business",27.7320838
12143,"Capital Country","New South Wales","Business",56.5438668
12234,"Capital Country","New South Wales","Business",49.9519235
12326,"Capital Country","New South Wales","Business",38.0625573
12418,"Capital Country","New South Wales","Business",49.5711493
12509,"Capital Country","New South Wales","Business",33.5606412
12600,"Capital Country","New South Wales","Business",16.0533684
12692,"Capital Country","New South Wales","Business",17.6291438
12784,"Capital Country","New South Wales","Business",17.7889538
12874,"Capital Country","New South Wales","Business",37.6761433
12965,"Capital Country","New South Wales","Business",34.8996875
13057,"Capital Country","New South Wales","Business",27.1736181
13149,"Capital Country","New South Wales","Business",25.128412
13239,"Capital Country","New South Wales","Business",22.82217
13330,"Capital Country","New South Wales","Business",50.735152
13422,"Capital Country","New South Wales","Business",34.743574
13514,"Capital Country","New South Wales","Business",24.1151647
13604,"Capital Country","New South Wales","Business",40.3836642
13695,"Capital Country","New South Wales","Business",18.4417454
13787,"Capital Country","New South Wales","Business",28.5361559
13879,"Capital Country","New South Wales","Business",27.773501
13970,"Capital Country","New South Wales","Business",50.0699187
14061,"Capital Country","New South Wales","Business",40.8925047
14153,"Capital Country","New South Wales","Business",26.7331007
14245,"Capital Country","New South Wales","Business",39.169356
14335,"Capital Country","New South Wales","Business",12.6070153
14426,"Capital Country","New South Wales","Business",57.4638821
14518,"Capital Country","New South Wales","Business",52.3440392
14610,"Capital Country","New South Wales","Business",19.323486
14700,"Capital Country","New South Wales","Business",20.6933573
14791,"Capital Country","New South Wales","Business",15.9186239
14883,"Capital Country","New South Wales","Business",36.9988957
14975,"Capital Country","New South Wales","Business",22.3493274
15065,"Capital Country","New South Wales","Business",26.030327
15156,"Capital Country","New South Wales","Business",23.1391787
15248,"Capital Country","New South Wales","Business",80.2243243
15340,"Capital Country","New South Wales","Business",34.0460132
15431,"Capital Country","New South Wales","Business",33.8082573
15522,"Capital Country","New South Wales","Business",15.7233576
15614,"Capital Country","New South Wales","Business",35.2461994
15706,"Capital Country","New South Wales","Business",56.6934872
15796,"Capital Country","New South Wales","Business",20.0508527
15887,"Capital Country","New South Wales","Business",42.5821932
15979,"Capital Country","New South Wales","Business",52.0299612
16071,"Capital Country","New South Wales","Business",39.9625078
16161,"Capital Country","New South Wales","Business",24.4462922
16252,"Capital Country","New South Wales","Business",39.1640116
16344,"Capital Country","New South Wales","Business",46.2545133
16436,"Capital Country","New South Wales","Business",41.1833533
16526,"Capital Country","New South Wales","Business",28.1113361
16617,"Capital Country","New South Wales","Business",44.4494723
16709,"Capital Country","New South Wales","Business",52.7431534
16801,"Capital Country","New South Wales","Business",33.5097055
16892,"Capital Country","New South Wales","Business",34.9375821
16983,"Capital Country","New South Wales","Business",61.7341607
17075,"Capital Country","New South Wales","Business",36.382878
17167,"Capital Country","New South Wales","Business",31.1083142
17257,"Capital Country","New South Wales","Business",37.3924315
17348,"Capital Country","New South Wales","Business",69.7565021
17440,"Capital Country","New South Wales","Business",47.6477955
10227,"Capital Country","New South Wales","Holiday",99.2024433
10317,"Capital Country","New South Wales","Holiday",97.8042147
10408,"Capital Country","New South Wales","Holiday",92.5485637
10500,"Capital Country","New South Wales","Holiday",102.9068912
10592,"Capital Country","New South Wales","Holiday",142.0864772
10682,"Capital Country","New South Wales","Holiday",114.7125053
10773,"Capital Country","New South Wales","Holiday",100.9992202
10865,"Capital Country","New South Wales","Holiday",96.9828029
10957,"Capital Country","New South Wales","Holiday",115.0205872
11048,"Capital Country","New South Wales","Holiday",152.831128
11139,"Capital Country","New South Wales","Holiday",132.7904363
11231,"Capital Country","New South Wales","Holiday",101.4687514
11323,"Capital Country","New South Wales","Holiday",80.8394454
11413,"Capital Country","New South Wales","Holiday",96.0256517
11504,"Capital Country","New South Wales","Holiday",125.6207753
11596,"Capital Country","New South Wales","Holiday",91.1728844
11688,"Capital Country","New South Wales","Holiday",91.5455781
11778,"Capital Country","New South Wales","Holiday",119.6994031
11869,"Capital Country","New South Wales","Holiday",92.2380399
11961,"Capital Country","New South Wales","Holiday",80.6035806
12053,"Capital Country","New South Wales","Holiday",74.2361489
12143,"Capital Country","New South Wales","Holiday",114.198875
12234,"Capital Country","New South Wales","Holiday",109.6478003
12326,"Capital Country","New South Wales","Holiday",92.4029756
12418,"Capital Country","New South Wales","Holiday",95.609026
12509,"Capital Country","New South Wales","Holiday",94.077772
12600,"Capital Country","New South Wales","Holiday",79.0327769
12692,"Capital Country","New South Wales","Holiday",68.7268692
12784,"Capital Country","New South Wales","Holiday",72.1733947
12874,"Capital Country","New South Wales","Holiday",92.0031404
12965,"Capital Country","New South Wales","Holiday",38.6220452
13057,"Capital Country","New South Wales","Holiday",101.1208769
13149,"Capital Country","New South Wales","Holiday",71.601374
13239,"Capital Country","New South Wales","Holiday",90.544908
13330,"Capital Country","New South Wales","Holiday",64.713671
13422,"Capital Country","New South Wales","Holiday",73.931491
13514,"Capital Country","New South Wales","Holiday",97.0598997
13604,"Capital Country","New South Wales","Holiday",106.5737937
13695,"Capital Country","New South Wales","Holiday",97.5082856
13787,"Capital Country","New South Wales","Holiday",71.5324604
13879,"Capital Country","New South Wales","Holiday",108.9864603
13970,"Capital Country","New South Wales","Holiday",68.2469903
14061,"Capital Country","New South Wales","Holiday",99.5753234
14153,"Capital Country","New South Wales","Holiday",100.190168
14245,"Capital Country","New South Wales","Holiday",57.6357666
14335,"Capital Country","New South Wales","Holiday",109.2989814
14426,"Capital Country","New South Wales","Holiday",65.0447015
14518,"Capital Country","New South Wales","Holiday",118.7052896
14610,"Capital Country","New South Wales","Holiday",96.5804507
14700,"Capital Country","New South Wales","Holiday",113.8410863
14791,"Capital Country","New South Wales","Holiday",112.5123294
14883,"Capital Country","New South Wales","Holiday",123.5121483
14975,"Capital Country","New South Wales","Holiday",145.1526342
15065,"Capital Country","New South Wales","Holiday",94.8954288
15156,"Capital Country","New South Wales","Holiday",90.4128823
15248,"Capital Country","New South Wales","Holiday",93.8439219
15340,"Capital Country","New South Wales","Holiday",123.9597073
15431,"Capital Country","New South Wales","Holiday",112.3950819
15522,"Capital Country","New South Wales","Holiday",120.4497414
15614,"Capital Country","New South Wales","Holiday",128.4937423
15706,"Capital Country","New South Wales","Holiday",106.0498738
15796,"Capital Country","New South Wales","Holiday",78.0697046
15887,"Capital Country","New South Wales","Holiday",96.3222011
15979,"Capital Country","New South Wales","Holiday",114.5248642
16071,"Capital Country","New South Wales","Holiday",95.2830132
16161,"Capital Country","New South Wales","Holiday",114.2280611
16252,"Capital Country","New South Wales","Holiday",75.2696168
16344,"Capital Country","New South Wales","Holiday",104.6498888
16436,"Capital Country","New South Wales","Holiday",103.5842011
16526,"Capital Country","New South Wales","Holiday",92.0903038
16617,"Capital Country","New South Wales","Holiday",96.4049146
16709,"Capital Country","New South Wales","Holiday",128.1617757
16801,"Capital Country","New South Wales","Holiday",122.4442943
16892,"Capital Country","New South Wales","Holiday",146.6063067
16983,"Capital Country","New South Wales","Holiday",81.4183655
17075,"Capital Country","New South Wales","Holiday",108.4887647
17167,"Capital Country","New South Wales","Holiday",122.1162079
17257,"Capital Country","New South Wales","Holiday",92.2393584
17348,"Capital Country","New South Wales","Holiday",74.4816249
17440,"Capital Country","New South Wales","Holiday",137.1128851
10227,"Capital Country","New South Wales","Other",19.89227
10317,"Capital Country","New South Wales","Other",8.9898678
10408,"Capital Country","New South Wales","Other",4.1781563
10500,"Capital Country","New South Wales","Other",5.4630074
10592,"Capital Country","New South Wales","Other",8.2215117
10682,"Capital Country","New South Wales","Other",3.7482322
10773,"Capital Country","New South Wales","Other",9.1585457
10865,"Capital Country","New South Wales","Other",23.4881104
10957,"Capital Country","New South Wales","Other",15.7140464
11048,"Capital Country","New South Wales","Other",15.5868177
11139,"Capital Country","New South Wales","Other",7.9779254
11231,"Capital Country","New South Wales","Other",14.5771443
11323,"Capital Country","New South Wales","Other",2.8278785
11413,"Capital Country","New South Wales","Other",15.6037905
11504,"Capital Country","New South Wales","Other",7.6711267
11596,"Capital Country","New South Wales","Other",54.6569246
11688,"Capital Country","New South Wales","Other",4.7723875
11778,"Capital Country","New South Wales","Other",5.9239418
11869,"Capital Country","New South Wales","Other",7.2968849
11961,"Capital Country","New South Wales","Other",13.9007321
12053,"Capital Country","New South Wales","Other",15.9131868
12143,"Capital Country","New South Wales","Other",17.5460165
12234,"Capital Country","New South Wales","Other",5.9725542
12326,"Capital Country","New South Wales","Other",13.2283357
12418,"Capital Country","New South Wales","Other",4.7923468
12509,"Capital Country","New South Wales","Other",9.7078161
12600,"Capital Country","New South Wales","Other",14.838126
12692,"Capital Country","New South Wales","Other",13.8733088
12784,"Capital Country","New South Wales","Other",3.3136513
12874,"Capital Country","New South Wales","Other",13.6173377
12965,"Capital Country","New South Wales","Other",6.2615526
13057,"Capital Country","New South Wales","Other",4.4491319
13149,"Capital Country","New South Wales","Other",5.112374
13239,"Capital Country","New South Wales","Other",0.534297
13330,"Capital Country","New South Wales","Other",9.403469
13422,"Capital Country","New South Wales","Other",11.609053
13514,"Capital Country","New South Wales","Other",3.7393495
13604,"Capital Country","New South Wales","Other",7.3384362
13695,"Capital Country","New South Wales","Other",8.59296
